common_name,audio_index,occur,realised_occur,observer_id,n,checklist_label,previous_checklists,min,max,diff,ratio,new_diff
Ring-necked Duck,3.64377101559253,0.033665585074119334,0.593155775515246,new,86.05515832482124,high,2598,0.06479601929415967,0.04696453463798884,-0.017831484656170828,0.7248058622981173,-0.2751941377018827
Rose-breasted Grosbeak,6.092918303803128,0.24500728169956038,0.9747486797778215,new,86.05515832482124,low,0,0.09618424730939044,0.10148068846576883,0.005296441156378381,1.0550655778314886,0.05506557783148858
Rose-breasted Grosbeak,6.092918303803128,0.24500728169956038,0.9747486797778215,new,86.05515832482124,medium,197,0.12290934040303401,0.12353619685181838,6.268564487843659e-4,1.0051001530618326,0.005100153061832646
Rose-breasted Grosbeak,6.092918303803128,0.24500728169956038,0.9747486797778215,new,86.05515832482124,high,2598,0.12999446515230614,0.13211899642025002,0.0021245312679438744,1.0163432440408497,0.016343244040849747
Ruby-crowned Kinglet,5.834336651480051,0.12805118841784438,0.9312427041109596,new,86.05515832482124,low,0,0.06801766749290104,0.06572046971123896,-0.002297197781662083,0.966226454591348,-0.03377354540865196
Ruby-crowned Kinglet,5.834336651480051,0.12805118841784438,0.9312427041109596,new,86.05515832482124,medium,197,0.08145996734278271,0.07635591480310457,-0.005104052539678147,0.9373428113689225,-0.0626571886310775
Ruby-crowned Kinglet,5.834336651480051,0.12805118841784438,0.9312427041109596,new,86.05515832482124,high,2598,0.08353006928269714,0.0796962496204064,-0.0038338196622907383,0.9541025202635035,-0.045897479736496494
Ruby-throated Hummingbird,4.041812180095051,0.0778620368482477,0.775826650683601,new,86.05515832482124,low,0,0.07290209751633174,0.059918462911690416,-0.012983634604641324,0.8219031406917655,-0.1780968593082345
Ruby-throated Hummingbird,4.041812180095051,0.0778620368482477,0.775826650683601,new,86.05515832482124,medium,197,0.08304164220641432,0.0704233874389196,-0.012618254767494716,0.8480490699337343,-0.1519509300662657
Ruby-throated Hummingbird,4.041812180095051,0.0778620368482477,0.775826650683601,new,86.05515832482124,high,2598,0.08404736600790441,0.07377925106509563,-0.010268114942808784,0.8778294260662125,-0.1221705739337875
Ruddy Duck,0.49970329851075057,0.014294487909896729,0.37678012716586873,new,86.05515832482124,low,0,0.043256587053912006,0.018491585317611168,-0.024765001736300838,0.4274859987119312,-0.5725140012880687
Ruddy Duck,0.49970329851075057,0.014294487909896729,0.37678012716586873,new,86.05515832482124,medium,197,0.045080723187681165,0.023461413866744343,-0.021619309320936822,0.5204311778466644,-0.47956882215333563
Ruddy Duck,0.49970329851075057,0.014294487909896729,0.37678012716586873,new,86.05515832482124,high,2598,0.044891212521338646,0.025657656108844126,-0.01923355641249452,0.5715518621077117,-0.4284481378922883
Sandhill Crane,5.310654291018418,0.1837560214728298,0.8868949130132859,new,86.05515832482124,low,0,0.11641556970345047,0.11175485243771997,-0.004660717265730502,0.9599648287801802,-0.04003517121981981
Sandhill Crane,5.310654291018418,0.1837560214728298,0.8868949130132859,new,86.05515832482124,medium,197,0.14460269473281923,0.13549588583027494,-0.009106808902544283,0.9370218589676297,-0.06297814103237032
Sandhill Crane,5.310654291018418,0.1837560214728298,0.8868949130132859,new,86.05515832482124,high,2598,0.1514673804673388,0.1443049309831753,-0.007162449484163502,0.9527129243137076,-0.047287075686292424
