common_name,checklist_labels,diff,ratio,new_diff
Green Heron,low,-2.4434488826534373e-4,0.9958351759289292,-0.004164824071070772
Green Heron,high,0.0015128093809986254,1.022173693193309,0.022173693193308974
Green-winged Teal,low,-0.011445999500159993,0.5554802084767484,-0.4445197915232516
Green-winged Teal,high,-0.01380560735060003,0.5388037087679399,-0.4611962912320601
Hermit Thrush,low,-0.00206510348089144,0.9019198880679142,-0.09808011193208577
Hermit Thrush,high,0.0031457878878112418,1.1979668549764426,0.19796685497644262
Horned Grebe,low,-0.005891165169876744,0.46883720665911144,-0.5311627933408886
Horned Grebe,high,-0.004872195635289885,0.605461063759094,-0.39453893624090597
Horned Lark,low,-0.003606683426374624,0.4950531054401631,-0.5049468945598369
Horned Lark,high,-0.006572821337545673,0.5965979301142686,-0.40340206988573135
Indigo Bunting,low,0.0337659959414172,1.4546180919606715,0.4546180919606715
Indigo Bunting,high,0.015086925599393744,1.1227746734318798,0.12277467343187976
Killdeer,low,0.0072483362275262975,1.059848019515715,0.059848019515714945
Killdeer,high,-0.02228660364258145,0.8899563256079409,-0.11004367439205909
Lesser Scaup,low,-0.024230694315630793,0.40216031868109103,-0.597839681318909
Lesser Scaup,high,-0.019290026887137542,0.5940013105235235,-0.40599868947647655
Mallard,low,0.0054901959406384315,1.018404937212176,0.018404937212175954
Mallard,high,-0.0084996369886317091,0.9774913153633943,-0.022508684636605714
Marsh Wren,low,0.0011425962972669897,1.075872685613095,0.0758726856130949
Marsh Wren,high,-0.0022185998334385906,0.9204112674252123,-0.07958873257478771
Mourning Dove,low,-0.034648228828583316,0.9031999527395936,-0.09680004726040636
Mourning Dove,high,0.030999106729048764,1.073936790443002,0.07393679044300194
Mute Swan,low,-0.007794162918722272,0.765061551111552,-0.23493844888844795
Mute Swan,high,-0.002858067330660255,0.9264332769076405,-0.07356672309235945
Nashville Warbler,low,0.003979294916484431,1.1165336683348217,0.1165336683348217
Nashville Warbler,high,-0.005122933953604636,0.8972378033314274,-0.10276219666857256
Northern Flicker,low,0.04026608240360466,1.2558912050208557,0.2558912050208557
Northern Flicker,high,0.04490394590861027,1.2072327240711005,0.2072327240711005
Northern Harrier,low,-0.008240754165852106,0.5559880154660155,-0.4440119845339845
Northern Harrier,high,-0.006174272597861583,0.5590336024684287,-0.4409663975315713
Northern Rough-winged Swallow,low,-0.008395936827760273,0.7636163905853967,-0.23638360941460335
Northern Rough-winged Swallow,high,-0.017259267208839676,0.7354771840249419,-0.2645228159750581
Northern Shoveler,low,-0.021306477497103415,0.5082717622236905,-0.4917282377763095
Northern Shoveler,high,-0.011002774760092933,0.7629999565518426,-0.2370000434481574
Orchard Oriole,low,-9.767052347452732e-4,0.9434632270783352,-0.05653677292166481
Orchard Oriole,high,-0.0025755126346302427,0.8707149264374499,-0.12928507356255015
Osprey,low,-0.004454933567829979,0.8977525676461973,-0.10224743235380274
Osprey,high,-0.00444021753284253,0.9031883268101166,-0.09681167318988337
Ovenbird,low,-0.005810595220080057,0.7428526850041179,-0.25714731499588206
Ovenbird,high,-0.004045391372405158,0.8929230699319232,-0.10707693006807684
Pied-billed Grebe,low,-0.018447551558824684,0.5850962398153982,-0.41490376018460184
Pied-billed Grebe,high,-0.008596579385704198,0.8162777569285989,-0.18372224307140106
Pine Siskin,low,1.9854020685725407e-5,1.001463524967624,0.0014635249676240303
Pine Siskin,high,-0.0030928135917299756,0.7413892875936313,-0.2586107124063687
Pine Warbler,low,-0.004701809480228835,0.6696528741938127,-0.3303471258061873
Pine Warbler,high,-6.441832310629652e-4,0.955285738533027,-0.04471426146697299
Red-breasted Merganser,low,-0.011842065202496766,0.4982398158708503,-0.5017601841291497
Red-breasted Merganser,high,-0.013272569183539574,0.496853397872235,-0.5031466021277651
Red-eyed Vireo,low,0.03667471913735804,1.6208124879250125,0.6208124879250125
Red-eyed Vireo,high,0.029848788819017813,1.2358560652773316,0.2358560652773316
Red-headed Woodpecker,low,0.001917509113071661,1.0518781346972534,0.05187813469725344
Red-headed Woodpecker,high,-0.005935381934697434,0.8447065611702891,-0.15529343882971092
Red-tailed Hawk,low,-0.005742047392248192,0.9248153235141944,-0.07518467648580562
Red-tailed Hawk,high,-0.014594041640251132,0.858443513866003,-0.14155648613399696
Red-winged Blackbird,low,0.052365469607346005,1.1014670734092145,0.10146707340921446
Red-winged Blackbird,high,0.06965507266348814,1.123757685652573,0.12375768565257306
Redhead,low,-0.018517892239536815,0.3364615882792527,-0.6635384117207472
Redhead,high,-0.012632115194112004,0.5365950634103168,-0.4634049365896832
Ring-billed Gull,low,-0.013118078717003948,0.8466224328448408,-0.15337756715515916
Ring-billed Gull,high,-0.034204227721846114,0.7871527106576738,-0.21284728934232622
Ring-necked Duck,low,-0.028967923983015068,0.46789620013120137,-0.5321037998687986
Ring-necked Duck,high,-0.009251347422053885,0.8142544503812802,-0.1857455496187198
Rose-breasted Grosbeak,low,0.005425730012902627,1.0503531033004572,0.05035310330045717
Rose-breasted Grosbeak,high,0.004681338023679121,1.0332204608151274,0.03322046081512742
Ruby-crowned Kinglet,low,0.0029404625075356294,1.066070420212343,0.066070420212343
Ruby-crowned Kinglet,high,-0.0035233756328849827,0.9448196623662544,-0.055180337633745635
Ruby-throated Hummingbird,low,-0.029336525067197472,0.6573019763519018,-0.3426980236480982
Ruby-throated Hummingbird,high,-0.004918785435292811,0.9400051263187758,-0.05999487368122425
Ruddy Duck,low,-0.018288494378109182,0.2662683175898308,-0.7337316824101692
Ruddy Duck,high,-0.011101131241839372,0.5698133269173596,-0.43018667308264036
Sandhill Crane,low,-0.007086154104464476,0.9535708857510582,-0.046429114248941805
Sandhill Crane,high,-0.0032424505007110638,0.9805767843306473,-0.019423215669352678
Savannah Sparrow,low,-0.009389636058026072,0.5418341005512712,-0.45816589944872876
Savannah Sparrow,high,-0.004696663112966775,0.8300479372048111,-0.16995206279518893
Song Sparrow,low,0.11172356384854215,1.4045937710001604,0.40459377100016036
Song Sparrow,high,0.09657272431949904,1.2350762874379544,0.2350762874379544
Sora,low,-0.015588588439296823,0.36994642368697084,-0.6300535763130292
Sora,high,-0.003959317911541874,0.8261881245471139,-0.17381187545288612
Swamp Sparrow,low,0.0051463745043938205,1.0957124795763094,0.09571247957630935
Swamp Sparrow,high,0.010730843960249925,1.121959668639734,0.12195966863973395
Tennessee Warbler,low,0.014762838753280015,1.4410545095435812,0.44105450954358116
Tennessee Warbler,high,-0.00536814692704473,0.9170546783494263,-0.08294532165057367
Tree Swallow,low,8.373183359126346e-4,1.004943233662622,0.00494323366262206
Tree Swallow,high,0.0045554356147786135,1.0202057837272247,0.020205783727224702
Turkey Vulture,low,-0.016086585785405394,0.8905682736243037,-0.10943172637569631
Turkey Vulture,high,-0.022287961638367382,0.891035810343199,-0.10896418965680099
Warbling Vireo,low,0.033153580110344735,1.5356205542741297,0.5356205542741297
Warbling Vireo,high,0.012315681556469366,1.088690731680244,0.0886907316802441
White-crowned Sparrow,low,-0.01658098378623857,0.6532616689486807,-0.34673833105131935
White-crowned Sparrow,high,-0.003761342352481715,0.8834727535662614,-0.11652724643373857
White-throated Sparrow,low,0.0036576561784920497,1.051598460452836,0.05159846045283589
White-throated Sparrow,high,0.011360588619087494,1.141894059349908,0.14189405934990806
Wood Duck,low,0.007982220510392837,1.0692438913292128,0.06924389132921283
Wood Duck,high,-0.0030526920835413363,0.9808266310326811,-0.019173368967318916
Wood Thrush,low,-0.001618866323282779,0.9502785607407729,-0.04972143925922712
Wood Thrush,high,0.005432430254765815,1.1236127106251836,0.12361271062518364
Yellow Warbler,low,0.03701182596192901,1.2791985706280187,0.27919857062801867
Yellow Warbler,high,0.03728445247148482,1.1881509905082863,0.18815099050828632
Yellow-rumped Warbler,low,-0.001482402916814049,0.9844334465932705,-0.015566553406729522
Yellow-rumped Warbler,high,6.866317174464703e-4,1.0060069464613437,0.0060069464613436985
American White Pelican,low,-0.018466069758665736,0.4889685016453376,-0.5110314983546624
American White Pelican,high,-0.011076060925441333,0.6875148524640352,-0.3124851475359648
Bay-breasted Warbler,low,-0.003084464994616931,0.6667345874226233,-0.33326541257737674
Bay-breasted Warbler,high,-0.003706198596878563,0.6806796788004537,-0.31932032119954634
Black Tern,low,-0.0015216571867112424,0.7006054863730647,-0.29939451362693525
Black Tern,high,-0.001989722801427303,0.7292217687241399,-0.2707782312758601
Black-throated Green Warbler,low,-0.002033156988953219,0.8677846735939243,-0.1322153264060757
Black-throated Green Warbler,high,-0.009656128517231539,0.629362524127539,-0.370637475872461
Blackburnian Warbler,low,-0.006595178750181167,0.616792337809307,-0.383207662190693
Blackburnian Warbler,high,-0.00716318848432769,0.6805385500435356,-0.3194614499564644
Blackpoll Warbler,low,-0.0073186714831007735,0.48960632554854455,-0.5103936744514554
Blackpoll Warbler,high,-0.0035446711743899757,0.7679497638229728,-0.23205023617702725
Blue-winged Warbler,low,-0.0045869566137541635,0.7404718531631739,-0.2595281468368261
Blue-winged Warbler,high,-0.010614921033913849,0.5924977656413376,-0.4075022343586624
Broad-winged Hawk,low,-0.0029478869705763296,0.7284008795231378,-0.2715991204768622
Broad-winged Hawk,high,-0.007437250613909529,0.5063772259285888,-0.4936227740714112
Caspian Tern,low,-0.005497491606934838,0.39448006234774236,-0.6055199376522576
Caspian Tern,high,-0.00433632351866832,0.6044476017067365,-0.3955523982932635
Clay-colored Sparrow,low,-0.008441486881116601,0.2969826464035041,-0.7030173535964959
Clay-colored Sparrow,high,-0.0010308582250425097,0.9272247919244127,-0.07277520807558735
Cliff Swallow,low,-0.0075822936034506076,0.4991132799783903,-0.5008867200216097
Cliff Swallow,high,-0.017388249303009435,0.5197687526039898,-0.4802312473960102
Cooper's Hawk,low,-0.0053234619615372784,0.7943963959360637,-0.2056036040639363
Cooper's Hawk,high,-0.008364774857540037,0.776906091269378,-0.22309390873062196
Dickcissel,low,-8.984039551497543e-4,0.8542168129582205,-0.1457831870417795
Dickcissel,high,0.0012022957978069506,1.1547858501904034,0.15478585019040336
Fox Sparrow,low,-0.0033610471337563973,0.7407139441050239,-0.2592860558949761
Fox Sparrow,high,-0.0011518790575146664,0.8920443714429528,-0.10795562855704721
Great Egret,low,-0.008237689245648515,0.8666925656598445,-0.13330743434015546
Great Egret,high,-0.007577350106897515,0.892568894210192,-0.10743110578980797
Greater Yellowlegs,low,-0.00942271925711241,0.4369671800979124,-0.5630328199020875
Greater Yellowlegs,high,-0.0049029832330894675,0.6956783258560295,-0.3043216741439705
Hooded Merganser,low,-0.0159456176466028,0.6240745692327561,-0.37592543076724394
Hooded Merganser,high,-0.016959501163665958,0.6600811957196907,-0.3399188042803093
Least Flycatcher,low,-0.006040924596803391,0.7951709115613488,-0.20482908843865122
Least Flycatcher,high,-0.004719955583979467,0.8939531978259806,-0.1060468021740194
Least Sandpiper,low,-0.006237438743771875,0.43502197414806026,-0.5649780258519397
Least Sandpiper,high,-0.011288178767484116,0.49045956518711037,-0.5095404348128896
Lesser Yellowlegs,low,-0.012404702158850584,0.45402545773691383,-0.5459745422630862
Lesser Yellowlegs,high,-0.011342000449792729,0.6204984198956549,-0.3795015801043451
Magnolia Warbler,low,-0.003938450500454669,0.7801189537995312,-0.21988104620046878
Magnolia Warbler,high,-0.0039073828055000495,0.8552877158639574,-0.14471228413604265
Northern Parula,low,-0.005395814054787713,0.6398632100235411,-0.3601367899764589
Northern Parula,high,-0.00578111621457616,0.7244481582424873,-0.2755518417575127
Northern Waterthrush,low,-0.007180572778301166,0.602883473225072,-0.39711652677492804
Northern Waterthrush,high,-0.007444116129880484,0.6594938853459091,-0.34050611465409086
Palm Warbler,low,-0.008267016612662194,0.8011844490444603,-0.1988155509555397
Palm Warbler,high,-0.0029684862987448754,0.9333783132393515,-0.0666216867606485
Purple Finch,low,-0.00575481410459441,0.6234802124985723,-0.37651978750142767
Purple Finch,high,-0.002348097261414826,0.7724907895287889,-0.2275092104712111
Purple Martin,low,-5.183990998493052e-4,0.9776376028125744,-0.02236239718742561
Purple Martin,high,-0.014779100237645358,0.6427748351296357,-0.35722516487036426
Red-breasted Nuthatch,low,-0.00975783841603867,0.6007752014409392,-0.3992247985590608
Red-breasted Nuthatch,high,-0.009005919989035271,0.6932443422107633,-0.30675565778923675
Scarlet Tanager,low,3.901797450051765e-4,1.0141561205323983,0.014156120532398342
Scarlet Tanager,high,-0.009183289755736165,0.7884078840558949,-0.2115921159441051
Sedge Wren,low,-0.006981124281498557,0.4926606631160629,-0.5073393368839372
Sedge Wren,high,-1.6943852982116356e-4,0.9877739059758274,-0.012226094024172629
Solitary Sandpiper,low,-0.0015967743764281062,0.9164235770652048,-0.08357642293479517
Solitary Sandpiper,high,-0.006298988625969415,0.7059929060245048,-0.2940070939754952
Spotted Sandpiper,low,-0.004072952545654235,0.8348765507873177,-0.1651234492126823
Spotted Sandpiper,high,-0.020737716051686457,0.6099266941188956,-0.39007330588110445
Swainson's Thrush,low,-0.003150132629715448,0.7500640293117941,-0.24993597068820594
Swainson's Thrush,high,-0.004335601647603764,0.8140464605223688,-0.18595353947763116
Trumpeter Swan,low,-0.01145916658112435,0.7673289785121064,-0.23267102148789365
Trumpeter Swan,high,-0.009602804707354598,0.8138542533216364,-0.1861457466783636
Veery,low,-0.00503859305892696,0.6885508673272881,-0.3114491326727119
Veery,high,-2.689766759402072e-4,0.9890470113509009,-0.010952988649099105
Willow Flycatcher,low,-0.004492771104186584,0.6878727499140777,-0.31212725008592235
Willow Flycatcher,high,0.0020298929338613166,1.0832802854176553,0.08328028541765531
Wilson's Snipe,low,-0.010851884826706779,0.26968543306514703,-0.730314566934853
Wilson's Snipe,high,-0.004075602295667851,0.6303156829071961,-0.3696843170928039
Wilson's Warbler,low,-0.0019460309725065402,0.8238043868498641,-0.17619561315013588
Wilson's Warbler,high,4.4815610527459797e-4,1.0468091784643447,0.046809178464344736
Yellow-headed Blackbird,low,-0.0021158644945738904,0.5591929898193333,-0.4408070101806667
Yellow-headed Blackbird,high,-0.003379398723264918,0.5634304424835574,-0.43656955751644255
Yellow-throated Vireo,low,7.125912772467172e-5,1.0027791996432984,0.0027791996432984245
Yellow-throated Vireo,high,-0.0026733604394997626,0.948585739644425,-0.05141426035557495
Red-shouldered Hawk,low,0.0010235400757357613,1.1714382539543324,0.17143825395433243
Red-shouldered Hawk,high,-0.002012800736956145,0.7758163404110178,-0.22418365958898223
